"符号","含义","本模型值 / 场景输入","来源","条件与缺口"
"audio_config.decoder_attention_heads","16","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.decoder_ffn_dim","4096","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.decoder_layerdrop","0","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.decoder_layers","24","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.decoder_start_token_id","50258","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.dropout","0","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.encoder_attention_heads","16","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.encoder_ffn_dim","4096","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.encoder_layerdrop","0","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.encoder_layers","24","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.eos_token_id","50257","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.forced_decoder_ids","[[1,50259],[2,50359],[3,50363]]","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.init_std","0.02","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.mask_feature_length","10","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.mask_feature_min_masks","0","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.mask_feature_prob","0","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.mask_time_length","10","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.mask_time_min_masks","2","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.mask_time_prob","0.05","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.max_length","448","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.max_source_positions","1500","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.max_target_positions","448","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.median_filter_width","7","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.model_type","whisper","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.num_hidden_layers","24","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.num_mel_bins","80","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.pad_token_id","50257","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.scale_embedding","false","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.suppress_tokens","[1,2,7,8,9,10,14,25,26,27,28,29,31,58,59,60,61,62,63,90,91,92,93,359,503,522,542,873,893,902,918,922,931,1350,1853,1982,2460,2627,3246,3253,3268,3536,3846,3961,4183,4667,6585,6647,7273,9061,9383,10428,10929,11938,12033,12331,12562,13793,14157,14635,15265,15618,16553,16604,18362,18956,20075,21675,22520,26130,26161,26435,28279,29464,31650,32302,32470,36865,42863,47425,49870,50254,50258,50358,50359,50360,50361,50362]","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.torch_dtype","float32","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.use_cache","true","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.use_weighted_layer_sum","false","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_config.vocab_size","51865","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"audio_pool_step","5","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"auto_map.AutoConfig","configuration_minicpmo.MiniCPMOConfig","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"auto_map.AutoModel","modeling_minicpmo.MiniCPMO","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"auto_map.AutoModelForCausalLM","modeling_minicpmo.MiniCPMO","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"batch_vision_input","true","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"bos_token_id","151643","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"drop_vision_last_layer","false","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"eos_token_id","151645","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"head_dim","128","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"hidden_act","silu","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"hidden_size","4096","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"image_size","448","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"init_audio","true","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"init_tts","true","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"init_vision","true","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"initializer_range","0.02","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"intermediate_size","12288","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"listen_speak_type","asr","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"max_position_embeddings","40960","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"max_window_layers","36","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"model_type","minicpmo","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"num_attention_heads","32","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"num_hidden_layers","36","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"num_key_value_heads","8","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"patch_size","14","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"query_num","64","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"rms_norm_eps","0.000001","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"rope_scaling","null","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"rope_theta","1000000","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"slice_config.max_slice_nums","1","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"slice_config.model_type","minicpmv","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"slice_config.patch_size","14","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"slice_config.scale_resolution","448","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"slice_mode","true","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"sliding_window","null","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"stream_input","true","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tie_word_embeddings","false","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"torch_dtype","bfloat16","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"transformers_version","4.51.0","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config._attn_implementation_autoset","true","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.attention_type","full_attention","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.attn_implementation","sdpa","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.audio_bos_token_id","151687","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.audio_tokenizer_sample_rate","16000","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.audio_tokenizer_type","s3tokenizer","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.aug_layer_loss_weight","false","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.aug_loss_weight","false","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.backbone_model","llama","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.condition_type","hidden_text_merge","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.cosyvoice_config_path","null","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.cosyvoice_model_dir","null","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.filter_tts_loss","false","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.hidden_act","silu","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.hidden_size","768","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.interleaved","false","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.intermediate_size","3072","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.llm_dim","4096","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.llm_dim_model_base","256","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.llm_down_scale","false","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.llm_hidden_size","4096","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.llm_intermediate_size","768","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.long_weight","0.1","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.max_position_embeddings","4096","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.model_type","minicpmtts","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.normalize_projected_hidden","true","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.num_attention_heads","12","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.num_audio_tokens","6562","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.num_hidden_layers","20","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.num_key_value_heads","12","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.num_mel_bins","100","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.num_text_tokens","152064","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.num_vq","1","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.projector_type","mlp","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.recomputed_chunks","1","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
"tts_config.s3_stream_chunk_size","25","","https://huggingface.co/FlagRelease/MiniCPM-o-4.5-ascend-FlagOS/resolve/60f1ded7a096349f5a44d36ad2f04068b457df24/config.json",""
