"符号","含义","本模型值 / 场景输入","来源","条件与缺口"
"I、Ie","Dense intermediate intermediate_size、MoE expert intermediate moe_intermediate_size","3584 / 不适用","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json","Dense / MoE专家宽度；不是内存实测"
"E/K/El","MoE 总 expert 数、每 token top-k、每 EP rank expert 数 El=E/moe_ep_size","不适用 / 不适用 / El=E/EP","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json","EP实际布局未知；不推定通信开销"
"R","routed_expert_hidden_size（MoE latent 宽度）","不适用","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json","非latent-MoE时不适用"
"Nb/Lb","paged-cache block 数、block size","未核验","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json","paged-cache布局与块大小未核验"
"Nc/Nr","KDA convolution cache 行数（1+B）和 recurrent-state 行数（1+B*verify_size）；它们不是 MLA 的 paged block 数","未核验","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json","原模板缓存行数假设非通用模型事实，未自动套用"
"模型","MiniCPM-V-4.6-Thinking-GPTQ","","",""
"TP","Tensor parallel场景假设","1","",""
"EP","Expert parallel场景假设","1","",""
"L_KV","未核验","","",""
"阶段","文本decode/verify；视觉/音频/动作各自阶段","","",""
"覆盖状态","逐层配置/数学推导；部分模块未知","","",""
"配置层数（已展开）","52","","",""
"算子行数","652","","",""
"S语义","本request verify长度；prefill用独立长度L_prefill","","",""
"shape口径","TP=1逻辑视图，权重逻辑[out,in]；物理存储另列","","",""
"dtype/format","存储容器≠激活/累加dtype≠物理format","","",""
"性能","duration/计算利用率/mte/scalar未实测","","",""
"来源快照","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json","","",""
"K3模板审计","模型独立配置，不继承K3数值","","",""
"字段路径","配置值","","",""
"transformers_version","5.7.0","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"architectures","[""MiniCPMV4_6ForConditionalGeneration""]","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"dtype","null","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.dtype","null","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.vocab_size","248094","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.hidden_size","1024","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.intermediate_size","3584","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.num_hidden_layers","24","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.num_attention_heads","8","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.num_key_value_heads","2","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.hidden_act","silu","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.max_position_embeddings","262144","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.initializer_range","0.02","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.rms_norm_eps","0.000001","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.use_cache","true","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.tie_word_embeddings","true","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.rope_parameters.partial_rotary_factor","0.25","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.rope_parameters.rope_theta","10000000","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.rope_parameters.rope_type","default","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.attention_bias","false","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.attention_dropout","0","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.head_dim","256","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.linear_conv_kernel_dim","4","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.linear_key_head_dim","128","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.linear_value_head_dim","128","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.linear_num_key_heads","16","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.linear_num_value_heads","16","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.layer_types","[""linear_attention"",""linear_attention"",""linear_attention"",""full_attention"",""linear_attention"",""linear_attention"",""linear_attention"",""full_attention"",""linear_attention"",""linear_attention"",""linear_attention"",""full_attention"",""linear_attention"",""linear_attention"",""linear_attention"",""full_attention"",""linear_attention"",""linear_attention"",""linear_attention"",""full_attention"",""linear_attention"",""linear_attention"",""linear_attention"",""full_attention""]","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.pad_token_id","null","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.bos_token_id","null","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.eos_token_id","null","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.attn_output_gate","true","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.full_attention_interval","4","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.mamba_ssm_dtype","float32","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.mlp_only_layers","[]","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.mtp_num_hidden_layers","1","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.mtp_use_dedicated_embeddings","false","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.partial_rotary_factor","0.25","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"text_config.model_type","qwen3_5_text","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.dtype","null","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.hidden_size","1152","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.intermediate_size","4304","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.num_hidden_layers","27","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.num_attention_heads","16","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.num_channels","3","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.image_size","980","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.patch_size","14","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.hidden_act","gelu_pytorch_tanh","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.layer_norm_eps","0.000001","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.attention_dropout","0","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.insert_layer_id","6","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.window_kernel_size","[2,2]","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"vision_config.model_type","minicpmv4_6_vision","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"insert_layer_id","6","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"image_size","1120","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"drop_vision_last_layer","false","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"image_token_id","248056","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"video_token_id","248057","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"tie_word_embeddings","true","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"downsample_mode","16x","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"merge_kernel_size","[2,2]","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"merger_times","1","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"patch_size","14","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"bos_token_id","null","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"eos_token_id","248044","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"model_type","minicpmv4_6","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"pad_token_id","null","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"quantization_config.bits","4","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"quantization_config.group_size","128","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"quantization_config.damp_percent","0.01","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"quantization_config.desc_act","false","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"quantization_config.static_groups","false","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"quantization_config.sym","true","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"quantization_config.true_sequential","true","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"quantization_config.quant_method","gptq","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"quantization_config.checkpoint_format","gptq","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
"quantization_config.modules_in_block_to_quantize","[[""self_attn.q_proj"",""self_attn.k_proj"",""self_attn.v_proj""],[""self_attn.o_proj""],[""linear_attn.in_proj_qkv"",""linear_attn.in_proj_z""],[""linear_attn.out_proj""],[""mlp.gate_proj"",""mlp.up_proj""],[""mlp.down_proj""]]","","https://huggingface.co/openbmb/MiniCPM-V-4.6-Thinking-GPTQ/resolve/f630c82da4f09f62549da0240178ed9e61414be1/config.json",""
