"符号","含义","本模型值 / 场景输入","来源","条件与缺口"
"eos_token_id","151645","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"hidden_act","silu","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"hidden_size","3584","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"image_token_id","151655","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"initializer_range","0.02","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"intermediate_size","18944","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"max_position_embeddings","128000","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"max_window_layers","28","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"model_type","qwen2_5_vl","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"num_attention_heads","28","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"num_hidden_layers","28","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"num_key_value_heads","4","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"pad_token_id","151643","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"rms_norm_eps","0.000001","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"rope_scaling.mrope_section","[16,24,24]","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"rope_scaling.rope_type","default","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"rope_scaling.type","default","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"rope_theta","1000000","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"sliding_window","32768","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"tie_word_embeddings","false","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"torch_dtype","float32","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"transformers_version","4.51.3","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"use_cache","false","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"use_sliding_window","false","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"video_token_id","151656","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.depth","32","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.fullatt_block_indexes","[7,15,23,31]","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.hidden_act","silu","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.hidden_size","1280","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.in_channels","3","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.in_chans","3","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.intermediate_size","3420","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.model_type","qwen2_5_vl","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.num_heads","16","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.out_hidden_size","3584","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.patch_size","14","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.spatial_merge_size","2","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.spatial_patch_size","14","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.temporal_patch_size","2","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.tokens_per_second","2","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.torch_dtype","float32","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_config.window_size","112","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_end_token_id","151653","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_start_token_id","151652","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vision_token_id","151654","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
"vocab_size","152064","","https://huggingface.co/openbmb/EVisRAG-7B/resolve/a3a1f46475270a5b1faff944c8eccf4f145d389e/config.json",""
