"符号","含义","本模型值 / 场景输入","来源","条件与缺口"
"E/K/El","MoE 总 expert 数、每 token top-k、每 EP rank expert 数 El=E/moe_ep_size","不适用 / 不适用 / El=E/EP","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json","EP实际布局未知；不推定通信开销"
"R","routed_expert_hidden_size（MoE latent 宽度）","不适用","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json","非latent-MoE时不适用"
"Nb/Lb","paged-cache block 数、block size","未核验","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json","paged-cache布局与块大小未核验"
"Nc/Nr","KDA convolution cache 行数（1+B）和 recurrent-state 行数（1+B*verify_size）；它们不是 MLA 的 paged block 数","未核验","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json","原模板缓存行数假设非通用模型事实，未自动套用"
"模型","VoxCPM-0.5B","","",""
"TP","Tensor parallel场景假设","1","",""
"EP","Expert parallel场景假设","1","",""
"L_KV","未核验","","",""
"阶段","文本decode/verify；视觉/音频/动作各自阶段","","",""
"覆盖状态","逐层配置/数学推导；部分模块未知","","",""
"配置层数（已展开）","38","","",""
"算子行数","397","","",""
"S语义","本request verify长度；prefill用独立长度L_prefill","","",""
"shape口径","TP=1逻辑视图，权重逻辑[out,in]；物理存储另列","","",""
"dtype/format","存储容器≠激活/累加dtype≠物理format","","",""
"性能","duration/计算利用率/mte/scalar未实测","","",""
"来源快照","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json","","",""
"K3模板审计","模型独立配置，不继承K3数值","","",""
"字段路径","配置值","","",""
"architecture","voxcpm","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.bos_token_id","1","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.eos_token_id","2","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.hidden_size","1024","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.intermediate_size","4096","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.max_position_embeddings","32768","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.num_attention_heads","16","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.num_hidden_layers","24","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.num_key_value_heads","2","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.rms_norm_eps","0.00001","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.rope_theta","10000","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.rope_scaling.type","longrope","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.rope_scaling.long_factor","[1.0004360675811768,1.0668443441390991,1.1631425619125366,1.3025742769241333,1.5040205717086792,1.7941505908966064,2.2101221084594727,2.802666664123535,3.6389970779418945,4.804192543029785,6.39855432510376,8.527148246765137,11.277542114257812,14.684998512268066,18.69317054748535,23.13019371032715,27.72362518310547,32.1606559753418,36.168827056884766,39.57627868652344,42.32667541503906,44.45526885986328,46.04962921142578,47.21482849121094,48.05115509033203,48.64370346069336,49.05967712402344,49.34980392456055,49.551246643066406,49.69068145751953,49.78697967529297,49.85338592529297]","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.rope_scaling.short_factor","[1.0004360675811768,1.0668443441390991,1.1631425619125366,1.3025742769241333,1.5040205717086792,1.7941505908966064,2.2101221084594727,2.802666664123535,3.6389970779418945,4.804192543029785,6.39855432510376,8.527148246765137,11.277542114257812,14.684998512268066,18.69317054748535,23.13019371032715,27.72362518310547,32.1606559753418,36.168827056884766,39.57627868652344,42.32667541503906,44.45526885986328,46.04962921142578,47.21482849121094,48.05115509033203,48.64370346069336,49.05967712402344,49.34980392456055,49.551246643066406,49.69068145751953,49.78697967529297,49.85338592529297]","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.rope_scaling.original_max_position_embeddings","32768","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.vocab_size","73448","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.scale_emb","12","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.dim_model_base","256","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.scale_depth","1.4","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"lm_config.use_mup","false","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"patch_size","2","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"feat_dim","64","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"scalar_quantization_latent_dim","256","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"scalar_quantization_scale","9","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"residual_lm_num_layers","6","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"encoder_config.hidden_dim","1024","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"encoder_config.ffn_dim","4096","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"encoder_config.num_heads","16","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"encoder_config.num_layers","4","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"dit_config.hidden_dim","1024","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"dit_config.ffn_dim","4096","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"dit_config.num_heads","16","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"dit_config.num_layers","4","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"dit_config.cfm_config.sigma_min","0.000001","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"dit_config.cfm_config.solver","euler","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"dit_config.cfm_config.t_scheduler","log-norm","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"dit_config.cfm_config.inference_cfg_rate","2","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"max_length","4096","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"device","cuda","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
"dtype","bfloat16","","https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json",""
