"符号","含义","本模型值 / 场景输入","来源","条件与缺口"
"字段路径","配置值","","",""
"architectures","[""MoonshotKimiaForCausalLM""]","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"auto_map.AutoConfig","configuration_moonshot_kimia.KimiAudioConfig","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"auto_map.AutoModel","modeling_moonshot_kimia.MoonshotKimiaModel","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"auto_map.AutoModelForCausalLM","modeling_moonshot_kimia.MoonshotKimiaForCausalLM","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"bos_token_id","151643","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"eos_token_ids","[151644,151645]","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"hidden_act","silu","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"hidden_size","3584","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"initializer_range","0.02","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"intermediate_size","18944","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"kimia_adaptor_input_dim","5120","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"kimia_audio_output_vocab","16896","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"kimia_media_begin","151661","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"kimia_media_end","151663","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"kimia_mimo_audiodelaytokens","6","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"kimia_mimo_layers","6","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"kimia_mimo_transformer_from_layer_index","21","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"kimia_text_output_vocab","152064","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"kimia_token_offset","152064","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"num_attention_heads","28","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"num_audio_special_tokens","512","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"num_base_tokens","151643","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"num_hidden_layers","28","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"num_key_value_heads","4","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"pad_token_id","152063","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"max_position_embeddings","8192","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"rms_norm_eps","0.000001","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"rope_scaling","null","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"rope_theta","1000000","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"tie_word_embeddings","false","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"torch_dtype","bfloat16","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"transformers_version","4.44.1","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"use_cache","true","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"use_whisper_feature","true","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
"vocab_size","168448","","https://huggingface.co/moonshotai/Kimi-Audio-7B-Instruct/resolve/9a82a84c37ad9eb1307fb6ed8d7b397862ef9e6b/config.json",""
