"符号","含义","本模型值 / 场景输入","来源","条件与缺口"
"attention_dropout","0","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"auto_map.AutoConfig","configuration_deepseek.DeepseekV3Config","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"auto_map.AutoModel","modeling_deepseek.DeepseekV3Model","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"auto_map.AutoModelForCausalLM","modeling_deepseek.DeepseekV3ForCausalLM","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"aux_loss_alpha","0.001","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"bad_words_ids","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"begin_suppress_tokens","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"bos_token_id","163584","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"chunk_size_feed_forward","0","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"cross_attention_hidden_size","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"decoder_start_token_id","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"diversity_penalty","0","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"do_sample","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"early_stopping","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"encoder_no_repeat_ngram_size","0","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"eos_token_id","163585","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"ep_size","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"exponential_decay_length_penalty","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"finetuning_task","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"first_k_dense_replace","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"forced_bos_token_id","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"forced_eos_token_id","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"hidden_act","silu","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"hidden_size","7168","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"id2label.0","LABEL_0","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"id2label.1","LABEL_1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"initializer_range","0.02","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"intermediate_size","18432","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"is_decoder","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"is_encoder_decoder","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"kv_lora_rank","512","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"label2id.LABEL_0","0","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"label2id.LABEL_1","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"length_penalty","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"max_length","20","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"max_position_embeddings","262144","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"min_length","0","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"model_type","kimi_k2","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"moe_intermediate_size","2048","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"moe_layer_freq","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"n_group","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"n_routed_experts","384","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"n_shared_experts","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"no_repeat_ngram_size","0","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"norm_topk_prob","true","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"num_attention_heads","64","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"num_beam_groups","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"num_beams","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"num_experts_per_tok","8","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"num_hidden_layers","61","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"num_key_value_heads","64","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"num_nextn_predict_layers","0","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"num_return_sequences","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"output_attentions","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"output_hidden_states","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"output_scores","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"pad_token_id","163839","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"prefix","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"pretraining_tp","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"problem_type","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"q_lora_rank","1536","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"qk_nope_head_dim","128","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"qk_rope_head_dim","64","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"quantization_config.activation_scheme","dynamic","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"quantization_config.fmt","e4m3","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"quantization_config.quant_method","fp8","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"quantization_config.weight_block_size","[128,128]","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"remove_invalid_values","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"repetition_penalty","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"return_dict","true","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"return_dict_in_generate","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"rms_norm_eps","0.00001","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"rope_scaling.beta_fast","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"rope_scaling.beta_slow","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"rope_scaling.factor","64","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"rope_scaling.mscale","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"rope_scaling.mscale_all_dim","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"rope_scaling.original_max_position_embeddings","4096","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"rope_scaling.type","yarn","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"rope_theta","50000","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"routed_scaling_factor","2.827","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"scoring_func","sigmoid","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"sep_token_id","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"seq_aux","true","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"suppress_tokens","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"task_specific_params","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"temperature","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"tf_legacy_loss","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"tie_encoder_decoder","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"tie_word_embeddings","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"tokenizer_class","null","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"top_k","50","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"top_p","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"topk_group","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"topk_method","noaux_tc","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"torch_dtype","bfloat16","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"torchscript","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"transformers_version","4.51.3","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"typical_p","1","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"use_bfloat16","false","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"use_cache","true","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"v_head_dim","128","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
"vocab_size","163840","","https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905/resolve/ac6c49f04883bd0a0598b790693a72061c676629/config.json",""
