"符号","含义","本模型值 / 场景输入","来源","条件与缺口"
"rope_scaling.factor","1","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"rope_scaling.long_factor","[0.9982316082870437,1.033048153422584,1.0749920956484724,1.1255096879436193,1.1863348602111476,1.259543828902579,1.3476188888731149,1.4535223827776373,1.5807816745852985,1.7335856049489526,1.9168922912975785,2.1365471404135326,2.3994084200118646,2.713475511863602,3.0880118452194134,3.533650295140154,4.062463396503134,4.687974098908333,5.425075306704039,6.289818967956352,7.29902962722721,8.469695779093664,9.81809877306655,11.358657902065282,13.102505860712087,15.055862949967128,17.218348131364184,19.581439255386453,22.127353314656723,24.828633849376587,27.6486820771775,30.54334096108829,33.46345345363812,36.358112337548896,39.17816056534983,41.879441100069684,44.425355159339965,46.78844628336223,48.95093146475928,50.90428855401433,52.648136512661125,54.18869564165987,55.537098635632745,56.7077647874992,57.71697544677006,58.58171910802236,59.31882031581807,59.94433101822328,60.47314411958625,60.918782569507,61.29331890286281,61.60738599471455,61.87024727431288,62.089902123428836,62.27320880977746,62.42601274014111,62.55327203194878,62.65917552585329,62.74725058582382,62.82045955451526,62.88128472678279,62.931802319077946,62.97374626130382,63.008562806439365]","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"rope_scaling.original_max_position_embeddings","65536","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"rope_scaling.rope_type","longrope","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"rope_scaling.short_factor","[0.9982316082870437,1.033048153422584,1.0749920956484724,1.1255096879436193,1.1863348602111476,1.259543828902579,1.3476188888731149,1.4535223827776373,1.5807816745852985,1.7335856049489526,1.9168922912975785,2.1365471404135326,2.3994084200118646,2.713475511863602,3.0880118452194134,3.533650295140154,4.062463396503134,4.687974098908333,5.425075306704039,6.289818967956352,7.29902962722721,8.469695779093664,9.81809877306655,11.358657902065282,13.102505860712087,15.055862949967128,17.218348131364184,19.581439255386453,22.127353314656723,24.828633849376587,27.6486820771775,30.54334096108829,33.46345345363812,36.358112337548896,39.17816056534983,41.879441100069684,44.425355159339965,46.78844628336223,48.95093146475928,50.90428855401433,52.648136512661125,54.18869564165987,55.537098635632745,56.7077647874992,57.71697544677006,58.58171910802236,59.31882031581807,59.94433101822328,60.47314411958625,60.918782569507,61.29331890286281,61.60738599471455,61.87024727431288,62.089902123428836,62.27320880977746,62.42601274014111,62.55327203194878,62.65917552585329,62.74725058582382,62.82045955451526,62.88128472678279,62.931802319077946,62.97374626130382,63.008562806439365]","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"rope_scaling.type","longrope","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"rope_theta","10000","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"scale_depth","1.4","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"scale_emb","12","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"tie_word_embeddings","false","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"torch_dtype","float16","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"transformers_version","4.53.2","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"use_cache","false","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
"vocab_size","73448","","https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json",""
