"符号","含义","本模型值 / 场景输入","来源","条件与缺口"
"audio_config.suppress_tokens","[1,2,7,8,9,10,14,25,26,27,28,29,31,58,59,60,61,62,63,90,91,92,93,359,503,522,542,873,893,902,918,922,931,1350,1853,1982,2460,2627,3246,3253,3268,3536,3846,3961,4183,4667,6585,6647,7273,9061,9383,10428,10929,11938,12033,12331,12562,13793,14157,14635,15265,15618,16553,16604,18362,18956,20075,21675,22520,26130,26161,26435,28279,29464,31650,32302,32470,36865,42863,47425,49870,50254,50258,50358,50359,50360,50361,50362]","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"audio_config.torch_dtype","float32","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"audio_pool_step","2","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"auto_map.AutoConfig","configuration_minicpm.MiniCPMOConfig","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"auto_map.AutoModel","modeling_minicpmo.MiniCPMO","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"auto_map.AutoModelForCausalLM","modeling_minicpmo.MiniCPMO","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"chunk_input","true","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"listen_speak_type","asr","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"model_type","minicpmo","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"patch_size","14","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"query_num","64","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"slice_config.max_slice_nums","9","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"slice_config.model_type","minicpmv","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"slice_mode","true","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"torch_dtype","bfloat16","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"transformers_version","4.44.2","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"tts_config.model_type","conditional_chattts","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"tts_config.llm_dim","3584","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"use_cache","true","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"use_image_id","true","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"version","2.6","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"vision_batch_size","16","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"vision_config.hidden_size","1152","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"vision_config.image_size","980","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"vision_config.intermediate_size","4304","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"vision_config.model_type","siglip_vision_model","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"vision_config.num_attention_heads","16","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"vision_config.num_hidden_layers","27","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
"vision_config.patch_size","14","","https://huggingface.co/openbmb/MiniCPM-o-2_6/resolve/06849bfd36da94da1f5a88fa17e8ba63f08a4c4d/config.json",""
