"符号","含义","本模型值 / 场景输入","来源","条件与缺口"
"architectures","[""LlamaForCausalLM""]","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"attention_bias","false","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"attention_dropout","0","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"bos_token_id","0","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"dtype","float16","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"eos_token_id","[1,130073]","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"head_dim","128","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"hidden_act","silu","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"hidden_size","2048","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"initializer_range","0.02","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"intermediate_size","6144","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"max_position_embeddings","131072","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"mlp_bias","false","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"model_type","llama","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"num_attention_heads","16","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"num_hidden_layers","42","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"num_key_value_heads","2","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"pad_token_id","1","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"pretraining_tp","1","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.bits","4","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.checkpoint_format","gemm","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.desc_act","false","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.format","gemm","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.group_size","128","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.lm_head","false","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.method","awq","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.pack_dtype","int32","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.quant_method","awq","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.version","gemm","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.zero_point","true","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.act_group_aware","true","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.auto_forward_data_parallel","true","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.damp_auto_increment","0.01","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.damp_percent","0.01","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.dense_vram_strategy","exclusive","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.dense_vram_strategy_devices","null","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.fallback.smooth","null","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.fallback.strategy","rtn","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.fallback.threshold","0.5%","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.foem","null","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.gc_mode","interval","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.gptaq.alpha","0.25","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.gptaq.device","auto","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.hessian.chunk_bytes","null","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.hessian.chunk_size","null","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.hessian.staging_dtype","float32","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.mock_quantization","false","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.moe_vram_strategy","exclusive","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.moe_vram_strategy_devices","null","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.mse","0","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.offload_to_disk","true","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.offload_to_disk_path","/tmp/gptqmodel_vq422ji5","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.pack_impl","cpu","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.quantizer","[""gptqmodel:7.3.5""]","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.static_groups","false","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.true_sequential","true","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.uri","https://github.com/modelcloud/gptqmodel","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.wait_for_submodule_finalizers","false","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.repacked_from.source_dir","target_model/rotquant-gptaq-w4-g128-asym-fullmix_scaled_t183","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.repacked_from.source_quant_method","gptq","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.repacked_from.source_format","gptq","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.repacked_from.source_sym","false","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.repacked_from.converter","scripts/repack_gptq_asym_to_awq.py","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.repacked_from.note","Layout-only re-encode of an asymmetric GPTQ checkpoint into AWQ GEMM packing. Weights are bit-identical after dequantization; no AWQ scale search was run. Done because vLLM's AutoGPTQConfig.TYPE_MAP has no (4, False) entry and raises on load.","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"quantization_config.meta.repacked_from.dequant_verified","true","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"rms_norm_eps","0.000001","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"rope_parameters.rope_theta","5000000","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"rope_parameters.rope_type","default","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"tie_word_embeddings","false","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"transformers_version","5.16.1","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"use_cache","true","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"vocab_size","130560","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
"torch_dtype","float16","","https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json",""
