id,title,url,revision,sha256,accessed,kind
s15,vllm-project/vllm / vllm/models/kimi_k3/amd/kda.py,https://github.com/vllm-project/vllm/blob/4cc15f2121b3421478f3186aac38de901b4a44ef/vllm/models/kimi_k3/amd/kda.py,4cc15f2121b3421478f3186aac38de901b4a44ef,339074db9bb4a86cd1be0a2e0c4f61f7dc6eb373d3795baec84f76000bcd50ec,2026-09-19,固定源码 / 文档
s16,vllm-project/vllm / vllm/models/kimi_k3/nvidia/latent_moe_runner.py,https://github.com/vllm-project/vllm/blob/4cc15f2121b3421478f3186aac38de901b4a44ef/vllm/models/kimi_k3/nvidia/latent_moe_runner.py,4cc15f2121b3421478f3186aac38de901b4a44ef,2173567c1f644956c0104ec257d43afe3c7a3ff5f6bcc8689b07e078cfe47050,2026-09-19,固定源码 / 文档
s17,vllm-project/vllm / vllm/models/kimi_k3/amd/latent_moe_runner.py,https://github.com/vllm-project/vllm/blob/4cc15f2121b3421478f3186aac38de901b4a44ef/vllm/models/kimi_k3/amd/latent_moe_runner.py,4cc15f2121b3421478f3186aac38de901b4a44ef,65e7cf216fc2dad1edfe6303cbaaa554ee3d6a2b5b9ce122305dd158f392967e,2026-09-19,固定源码 / 文档
s18,vllm-project/vllm / vllm/models/kimi_k3/nvidia/mla.py,https://github.com/vllm-project/vllm/blob/4cc15f2121b3421478f3186aac38de901b4a44ef/vllm/models/kimi_k3/nvidia/mla.py,4cc15f2121b3421478f3186aac38de901b4a44ef,98c277d9118c3a8c6a3d0cffa08df3fe715d4848ffce87feabfb3ca93c2bffbd,2026-09-19,固定源码 / 文档
s19,vllm-project/vllm / vllm/models/kimi_k3/amd/mla.py,https://github.com/vllm-project/vllm/blob/4cc15f2121b3421478f3186aac38de901b4a44ef/vllm/models/kimi_k3/amd/mla.py,4cc15f2121b3421478f3186aac38de901b4a44ef,669fa7e02bb4b53b1171a48a29d97f1b3c424d80bcc516efff41f6c048cfc466,2026-09-19,固定源码 / 文档
s20,vllm-project/vllm / vllm/model_executor/layers/fused_moe/oracle/mxfp4.py,https://github.com/vllm-project/vllm/blob/4cc15f2121b3421478f3186aac38de901b4a44ef/vllm/model_executor/layers/fused_moe/oracle/mxfp4.py,4cc15f2121b3421478f3186aac38de901b4a44ef,1737b2e5f193b982aa3d2b6af22f74e1175395572d8a02b149e873effbe62562,2026-09-19,固定源码 / 文档
s21,vllm-project/vllm / vllm/models/kimi_k3/amd/ops/kda_prefill.py,https://github.com/vllm-project/vllm/blob/4cc15f2121b3421478f3186aac38de901b4a44ef/vllm/models/kimi_k3/amd/ops/kda_prefill.py,4cc15f2121b3421478f3186aac38de901b4a44ef,e52f13363639ade713d4efb85750b461b45010b5860989b4218570ef0ca5b97b,2026-09-19,固定源码 / 文档
s22,vllm-project/vllm / vllm/models/kimi_k3/nvidia/ops/attn_res.py,https://github.com/vllm-project/vllm/blob/4cc15f2121b3421478f3186aac38de901b4a44ef/vllm/models/kimi_k3/nvidia/ops/attn_res.py,4cc15f2121b3421478f3186aac38de901b4a44ef,38c4d67cdb8366cd7b959305ddd251c6b9c9fa408e7481d3dac05ebf3b44028c,2026-09-19,固定源码 / 文档
s23,sgl-project/sglang / docs/cookbook/autoregressive/Moonshotai/Kimi-K3.mdx,https://github.com/sgl-project/sglang/blob/567d5925fe896a7b70043271f5621d6fe6e650d4/docs/cookbook/autoregressive/Moonshotai/Kimi-K3.mdx,567d5925fe896a7b70043271f5621d6fe6e650d4,bad66db905140721d01fa5277948bae0943e1f3dfc8b5a8b80b3d0b184e6365b,2026-09-19,固定源码 / 文档
s24,sgl-project/sglang / docs/src/snippets/configs/moonshotai/kimi-k3.jsx,https://github.com/sgl-project/sglang/blob/567d5925fe896a7b70043271f5621d6fe6e650d4/docs/src/snippets/configs/moonshotai/kimi-k3.jsx,567d5925fe896a7b70043271f5621d6fe6e650d4,20729ac1eaa0b28dd461c0824b3eb00759175b325ce356266563b91dc6ca075b,2026-09-19,固定源码 / 文档
s25,sgl-project/sglang / docs/cookbook/autoregressive/Moonshotai/Kimi-Linear.mdx,https://github.com/sgl-project/sglang/blob/567d5925fe896a7b70043271f5621d6fe6e650d4/docs/cookbook/autoregressive/Moonshotai/Kimi-Linear.mdx,567d5925fe896a7b70043271f5621d6fe6e650d4,a887ae9b86837f86f7f0e2821371a9d245a2cbc1e82a5ae9791ce9baa2ffb6e3,2026-09-19,固定源码 / 文档
s26,sgl-project/sglang / docs/src/snippets/autoregressive/kimi-k27-code-deployment.jsx,https://github.com/sgl-project/sglang/blob/567d5925fe896a7b70043271f5621d6fe6e650d4/docs/src/snippets/autoregressive/kimi-k27-code-deployment.jsx,567d5925fe896a7b70043271f5621d6fe6e650d4,ee12218028f126a8e7edce3db9ac7c4a233bd5bcbcc1cd308ee605bb02bdc30d,2026-09-19,固定源码 / 文档
s27,MoonshotAI/Kimi-K3 / README.md,https://github.com/MoonshotAI/Kimi-K3/blob/3cb39dfd32e51c3328e2e4b4af21341247d06c43/README.md,3cb39dfd32e51c3328e2e4b4af21341247d06c43,849a303d849486aac61d1f0c253e3a1148ca59e801be807151c2dc3cce57ccb2,2026-09-19,固定源码 / 文档
s28,MoonshotAI/Kimi-Linear / README.md,https://github.com/MoonshotAI/Kimi-Linear/blob/8c1d85eb6b5f8fcefb15758691b0ce50b0827ce3/README.md,8c1d85eb6b5f8fcefb15758691b0ce50b0827ce3,94b884a1ebe7600daf3429c8a7403874aa69d7a25b30c992e367f72289e2817d,2026-09-19,固定源码 / 文档
s29,ROCm/aiter / aiter/ops/triton/kimi_delta_attn/chunk_delta_attn.py,https://github.com/ROCm/aiter/blob/c15adc7a6d1ad4422202424983aed97cab93db77/aiter/ops/triton/kimi_delta_attn/chunk_delta_attn.py,c15adc7a6d1ad4422202424983aed97cab93db77,82ce2ff39a829d4476b02769051d0576637357db028b431447fbf8d38796ad58,2026-09-19,固定源码 / 文档
s30,ROCm/aiter / aiter/ops/triton/gated_delta_net/fused_kda_decode.py,https://github.com/ROCm/aiter/blob/c15adc7a6d1ad4422202424983aed97cab93db77/aiter/ops/triton/gated_delta_net/fused_kda_decode.py,c15adc7a6d1ad4422202424983aed97cab93db77,2aac2de735606fb61bd25d4732c6a68a848b90bb8815db3893c94a7a80254149,2026-09-19,固定源码 / 文档
s31,MoonshotAI/Kimi-K2 / README.md,https://github.com/MoonshotAI/Kimi-K2/blob/1b4022bbb7187cf4011a8bdf0b4cd10e2daa26c4/README.md,1b4022bbb7187cf4011a8bdf0b4cd10e2daa26c4,c03aae84ce013a298699fc5ef9be474a825308fddd2c4571da8cd4b6f89af90b,2026-09-19,固定源码 / 文档
s32,MoonshotAI/Kimi-K2 / docs/deploy_guidance.md,https://github.com/MoonshotAI/Kimi-K2/blob/1b4022bbb7187cf4011a8bdf0b4cd10e2daa26c4/docs/deploy_guidance.md,1b4022bbb7187cf4011a8bdf0b4cd10e2daa26c4,f7bb0bd58c7238eb443dfd565c4f65b471f9832ced2c8bd0a4deb1b59d288e6e,2026-09-19,固定源码 / 文档
s33,vllm-project/vllm-ascend / docs/source/tutorials/models/Kimi-K2.6.md,https://github.com/vllm-project/vllm-ascend/blob/e139b7d573d3769fd1407d5027d7d4831f5469f0/docs/source/tutorials/models/Kimi-K2.6.md,e139b7d573d3769fd1407d5027d7d4831f5469f0,1d001f1da3f467a072b9cfc50afb8a0fcc50ee3d86bdf0974ca11ba89284a916,2026-09-19,固定源码 / 文档
s34,vllm-project/vllm-ascend / docs/source/tutorials/models/Kimi-K2-Thinking.md,https://github.com/vllm-project/vllm-ascend/blob/e139b7d573d3769fd1407d5027d7d4831f5469f0/docs/source/tutorials/models/Kimi-K2-Thinking.md,e139b7d573d3769fd1407d5027d7d4831f5469f0,37da923884f0b7724a1b9cc0c813bf0a6eae5b4e8cca266a920f7ea039bb7f11,2026-09-19,固定源码 / 文档
s35,moonshotai/Kimi-K3 / modeling_kimi_linear.py,https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py,f831ab66814297da540d832a5235f8e904f29d06,9e3564c70ac21854ce5a090cc946c5dc76b70d1050ef50840449181a20fff44a,2026-09-19,固定源码 / 文档
s36,moonshotai/Kimi-K3 / modeling_kimi_k3.py,https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_k3.py,f831ab66814297da540d832a5235f8e904f29d06,b9171c96726eda55234c92ac8dfae7e24c512fda68968ae8f2c3782b42665ea2,2026-09-19,固定源码 / 文档
s37,moonshotai/Kimi-K2.5 / modeling_kimi_k25.py,https://huggingface.co/moonshotai/Kimi-K2.5/blob/4d01dfe0332d63057c186e0b262165819efb6611/modeling_kimi_k25.py,4d01dfe0332d63057c186e0b262165819efb6611,ef28f469e7cb5ab91008a52c1b34718ad37de8428e2ed6aadc408d031a38a372,2026-09-19,固定源码 / 文档
hw-amd4,AMD CDNA4 / MI350 系列架构,https://rocm.docs.amd.com/en/latest/reference/gpu-arch/mi350.html,滚动文档：页面标为 ROCm 10.0.0；不是本研究验证的软件栈,,2026-09-19,厂商文档 / 文章
hw-hopper,NVIDIA Hopper 调优指南,https://docs.nvidia.com/cuda/hopper-tuning-guide/index.html,CUDA 13.4 文档快照,,2026-09-19,厂商文档 / 文章
hw-blackwell,NVIDIA Blackwell 调优指南,https://docs.nvidia.com/cuda/blackwell-tuning-guide/index.html,CUDA 13.4 文档快照,,2026-09-19,厂商文档 / 文章
amd-mi300-k25,AMD：MI300X K2.5 算子优化,https://rocm.blogs.amd.com/artificial-intelligence/kimi-k2.5-optimize/README.html,2026-03-24；厂商实验，未在本地复现,,2026-09-19,厂商文档 / 文章
amd-mxfp4,AMD：K2.5 / K2.6 / K2.7-Code 的 MXFP4 服务,https://www.amd.com/en/developer/resources/technical-articles/2026/kimi-code-in-mxfp4-on-amd-gpus.html,2026-07-21；ATOM + AITER，厂商实验,,2026-09-19,厂商文档 / 文章
